"Team Details","","","","","","","Man/Zone","","","","Middle of Field Look (Closed/Open)","","","","Coverages","","","","","",""
"12","Arizona Cardinals","1","2024","Arizona","Cardinals","38","15.8","0.01","68.4","0.23","42.1","0.22","57.9","0.07","13.2","2.6","7.9","0.0","39.5","10.5","10.5"
"13","Pittsburgh Steelers","1","2024","Pittsburgh","Steelers","37","62.2","0.18","37.8","0.29","94.6","0.22","5.4","0.18","0.0","62.2","5.4","0.0","32.4","0.0","0.0"
"14","Cincinnati Bengals","1","2024","Cincinnati","Bengals","36","22.2","2.68","75.0","0.27","38.9","0.96","61.1","0.73","2.8","13.9","16.7","2.8","25.0","25.0","8.3"
"15","Los Angeles Chargers","1","2024","Los Angeles","Chargers","33","12.1","1.26","87.9","0.43","45.5","0.46","54.5","0.58","0.0","12.1","18.2","0.0","33.3","21.2","15.2"
"16","Washington Commanders","1","2024","Washington","Commanders","33","36.4","0.68","54.5","0.39","78.8","0.54","21.2","0.75","0.0","33.3","6.1","3.0","45.5","3.0","0.0"
"17","Kansas City Chiefs","1","2024","Kansas City","Chiefs","33","48.5","0.54","45.5","0.26","57.6","0.57","42.4","0.43","6.1","36.4","9.1","6.1","21.2","12.1","3.0"
"18","San Francisco 49ers","1","2024","San Francisco","49ers","32","15.6","0.09","78.1","0.34","75.0","0.33","25.0","0.13","0.0","15.6","9.4","0.0","59.4","3.1","6.3"
"19","Philadelphia Eagles","1","2024","Philadelphia","Eagles","32","12.5","0.07","87.5","0.01","62.5","-0.02","37.5","0.09","0.0","12.5","0.0","0.0","50.0","21.9","15.6"
"20","Houston Texans","1","2024","Houston","Texans","31","9.7","0.44","83.9","0.48","67.7","0.56","32.3","0.10","0.0","9.7","6.5","0.0","54.8","12.9","9.7"
"21","Los Angeles Rams","1","2024","Los Angeles","Rams","31","16.1","0.30","80.6","0.19","12.9","1.89","87.1","0.10","0.0","","48.4","16.1","9.7","9.7","12.9"
"22","Dallas Cowboys","1","2024","Dallas","Cowboys","30","20.0","1.08","76.7","0.54","63.3","0.73","36.7","0.45","3.3","16.7","10.0","0.0","46.7","16.7","3.3"
"23","Chicago Bears","1","2024","Chicago","Bears","29","27.6","0.37","62.1","0.32","62.1","0.32","37.9","0.64","0.0","24.1","6.9","3.4","34.5","20.7","0.0"
"24","New York Giants","1","2024","New York","Giants","28","53.6","0.15","42.9","0.47","82.1","0.32","17.9","0.94","3.6","50.0","3.6","0.0","32.1","7.1","0.0"
"25","Atlanta Falcons","1","2024","Atlanta","Falcons","27","14.8","0.00","74.1","0.82","70.4","0.77","29.6","0.73","3.7","11.1","3.7","0.0","55.6","3.7","11.1"
"26","Minnesota Vikings","1","2024","Minnesota","Vikings","27","11.1","0.15","88.9","0.11","25.9","0.21","74.1","0.09","0.0","3.7","48.1","7.4","22.2","14.8","3.7"
"27","New York Jets","1","2024","New York","Jets","25","48.0","0.36","48.0","0.49","68.0","0.43","32.0","0.92","4.0","44.0","0.0","0.0","24.0","12.0","12.0"
"28","Tennessee Titans","1","2024","Tennessee","Titans","23","13.0","0.17","82.6","0.67","43.5","0.64","56.5","0.54","0.0","13.0","4.3","0.0","30.4","43.5","4.3"

"Rank","Rank, Most to Least"
"Name","Team"
"G","Games Played"
"DB","Dropbacks"
"MAN %","Dropback Man Coverage Rate"
"FP/DB","Man Fantasy Points per Dropback"
"ZONE %","Zone Coverage Rate"
"FP/DB","Zone Fantasy Points per Dropback"
"1-HI/MOF C %","Single High Safety/Middle of Field Closed Rate"
"FP/DB","Single High Safety/Middle of Field Closed Fantasy Points per Dropback"
"2-HI/MOF O %","Two High Safety/Middle of Field Open Rate"
"FP/DB","Two High Safety/Middle of Field Open Fantasy Points per Dropback"
"COVER 0 %","Cover 0 Rate"
"COVER 1 %","Cover 1 Rate"
"COVER 2 %","Cover 2 Rate"
"COVER 2 MAN %","Cover 2 Man Rate"
"COVER 3 %","Cover 3 Rate"
"COVER 4 %","Cover 4 Rate"
"COVER 6 %","Cover 6 Rate"
